File Name,Invoice Number,Items,No of cartons,dimensions
SICSY2311002400 - PL,ZZZZZZ,"CCM3 Modified Delivery Table Roll ASSY, Axial Flow Fan, HM Withd/STR Rotary Joint, CCM3 Modified Delivery Table Roll ASSY~Chain~Sprocket",7,"1500*1200*850, 1300*900*1350, 1300*900*1350, 1300*900*1350, 1300*900*1350, 1500*1200*850, 820*430*500"
