File Name,Customer details,Ship To / destination,Invoice Number,date of invoice,payment terms,Currency
S23080475 PI,NCS SG PTE.LTD,THE MASTER OF MV GoldenWalcott NCS SG PTE. LTD No. 202 Tuas South Avenue 2 West Point Bizhub Singapore 637206,$23080475,2023-09-01,ZZZZZZ,USD
